Longitude,Latitude,Speed,Distance,Time,Acc X,Acc Y,Acc Z,Heading,gyro_x,gyro_y,gyro_z
0.0,0.0,0.0,0.0,15-06-18,0.04731083,-0.09034473,-0.12221563,324.0,0.008364579,0.021028426,0.014126869
0.0,0.0,0.0,0.0,15-06-18,0.037344933,-0.102884024,0.34770298,324.0,0.008364579,0.021028426,0.014126869
0.0,0.0,0.0,0.0,15-06-18,0.034811974,0.09003033,-0.076268554,324.0,-0.02156782,-0.010125702,0.009239947
0.0,0.0,0.0,0.0,15-06-18,0.09876633,-0.028461099,-0.03642714,325.0,-0.02156782,-0.010125702,0.009239947
0.0,0.0,0.0,0.0,15-06-18,-0.08632851,-0.028745249,0.29220247,325.0,-0.08204348,-0.04616675,-0.039629273
0.0,0.0,0.0,0.0,15-06-18,0.07328987,-0.059419945,0.21738791,325.0,-0.08204348,-0.04616675,-0.039629273
0.0,0.0,0.0,0.0,15-06-18,0.61972046,-0.024716064,0.6134647,325.0,-0.043558966,0.07844976,-0.028633697
0.0,0.0,0.0,0.0,15-06-18,0.31376076,0.042075712,0.604926,327.0,-0.043558966,0.07844976,-0.028633697
0.0,0.0,0.0,0.0,15-06-19,0.1830225,-0.003535116,-0.084834814,327.0,-0.15107127,0.2024554,-0.072615996
0.0,0.0,0.0,0.0,15-06-19,0.4989071,0.22219066,-0.44408047,328.0,-0.15107127,0.2024554,-0.072615996
0.0,0.0,0.0,0.0,15-06-19,-0.14890003,-0.002768077,0.17289782,329.0,-0.12052799,0.030802269,-0.05001398
0.0,0.0,0.0,0.0,15-06-19,0.4216404,-0.1716119,0.12615466,329.0,0.023636209,0.22811174,0.004963891
0.0,0.0,0.0,0.0,15-06-19,0.22597694,-0.0051768906,-0.14661431,329.0,0.023636209,0.22811174,0.004963891
0.0,0.0,0.0,0.0,15-06-19,0.36408234,0.05543101,-0.04557538,332.0,-0.5279751,0.25987673,0.105756655
0.0,0.0,0.0,0.0,15-06-19,0.27755642,0.18099092,-0.3578105,334.0,-0.5279751,0.25987673,0.105756655
0.0,0.0,0.0,0.0,15-06-19,0.49251556,0.23995106,-0.9072511,336.0,-0.3331091,0.45535362,-0.046959657
0.0,0.0,0.0,0.0,15-06-19,0.15791893,0.0010029674,-1.1090546,338.0,-0.3331091,0.45535362,-0.046959657
0.0,0.0,0.0,0.0,15-06-19,0.323164,0.21510677,-1.1150397,341.0,-0.44856262,0.16458176,-0.13736771
0.0,0.0,0.0,0.0,15-06-20,0.32248592,0.105514824,-0.8464706,343.0,-0.4119107,0.075395435,-0.11843088
0.0,0.0,0.0,0.0,15-06-20,1.0363941,0.11107421,1.2149343,345.0,-0.4119107,0.075395435,-0.11843088
0.0,0.0,0.0,0.0,15-06-20,1.1411467,-0.33497158,1.4502435,346.0,-0.15840162,0.025304481,-0.18012828
0.0,0.0,0.0,0.0,15-06-20,0.2861824,-0.058959067,1.1269295,348.0,-0.15840162,0.025304481,-0.18012828
0.0,0.0,0.0,0.0,15-06-20,1.0197334,0.18968399,0.6723597,350.0,-0.35143507,0.104716964,-0.10499185
0.0,0.0,0.0,0.0,15-06-20,-0.39067173,-0.18266506,0.7341912,352.0,-0.35143507,0.104716964,-0.10499185
0.0,0.0,0.0,0.0,15-06-20,-0.80575466,-0.11858678,0.44090605,351.0,0.16108088,0.06928678,-0.054290038
0.0,0.0,0.0,0.0,15-06-20,-1.6116428,0.2191683,-0.17329526,350.0,0.16108088,0.06928678,-0.054290038
0.0,0.0,0.0,0.0,15-06-20,-1.1892352,0.23619375,-0.3565097,349.0,0.29241693,0.19817935,0.10086974
0.0,0.0,0.0,0.0,15-06-20,-0.51936245,0.17110711,-0.77463937,349.0,-0.23781411,-0.13168788,0.12713695
0.0,0.0,0.0,0.0,15-06-21,-0.81839085,-0.44241002,-0.4612708,350.0,-0.23781411,-0.13168788,0.12713695
