Longitude,Latitude,Speed,Distance,Time,Acc X,Acc Y,Acc Z,Heading,gyro_x,gyro_y,gyro_z
0.0,0.0,0.0,0.0,20-28-22,0.0721817,-0.007926822,-0.042492628,37.0,-0.01081537,0.001582141,-0.0032827898
0.0,0.0,0.0,0.0,20-28-23,0.04929161,0.01010561,-0.040314198,37.0,0.002012801,0.009523389,-2.284636E-4
0.0,0.0,0.0,0.0,20-28-23,0.04550171,-0.013641655,0.042214155,37.0,0.002012801,0.009523389,-2.284636E-4
0.0,0.0,0.0,0.0,20-28-23,0.04471016,0.01975137,0.008272171,37.0,-0.007761043,0.011355985,-0.0026719247
0.0,0.0,0.0,0.0,20-28-23,0.020162582,-0.104697764,1.8143654E-4,37.0,-0.007761043,0.011355985,-0.0026719247
0.0,0.0,0.0,0.0,20-28-23,0.02150917,-0.08707625,-0.0018596649,37.0,0.01728443,0.0021930062,0.005880189
0.0,0.0,0.0,0.0,20-28-23,0.06281662,0.049124777,0.05772543,37.0,0.01728443,0.0021930062,0.005880189
0.0,0.0,0.0,0.0,20-28-23,0.05252266,0.0027552843,-0.042310476,37.0,0.002012801,-0.019187277,-0.0014501942
0.0,0.0,0.0,0.0,20-28-23,0.02418518,-0.020600617,0.014270544,37.0,0.0038453967,-0.006359107,3.8240163E-4
0.0,0.0,0.0,0.0,20-28-23,0.026156425,-0.023281276,0.017659187,37.0,0.0038453967,-0.006359107,3.8240163E-4
0.0,0.0,0.0,0.0,20-28-23,0.065797806,0.014599502,0.04903555,37.0,0.0038453967,-0.006359107,3.8240163E-4
0.0,0.0,0.0,0.0,20-28-24,0.038751602,0.019613683,-0.042535305,37.0,-0.0022632559,-0.0045265118,-2.284636E-4
0.0,0.0,0.0,0.0,20-28-24,0.037345886,0.01935476,-0.03901291,37.0,0.0014019357,0.019297233,0.0016041321
0.0,0.0,0.0,0.0,20-28-24,0.075675964,-0.047201872,-0.07601333,37.0,0.0014019357,0.019297233,0.0016041321
0.0,0.0,0.0,0.0,20-28-24,0.0722599,-0.048529625,-0.06757283,37.0,0.0026236663,-0.0057482417,9.932669E-4
0.0,0.0,0.0,0.0,20-28-24,0.063856125,-0.0046727657,-0.047556877,37.0,0.0026236663,-0.0057482417,9.932669E-4
0.0,0.0,0.0,0.0,20-28-24,0.0631609,-0.0046491027,-0.045785904,37.0,-0.008371908,-0.0069699725,9.932669E-4
0.0,0.0,0.0,0.0,20-28-24,0.055656433,0.0069558024,-0.03891945,37.0,-0.008371908,-0.0069699725,9.932669E-4
0.0,0.0,0.0,0.0,20-28-24,0.08116627,0.017516911,-0.10261655,37.0,1.8020524E-4,0.0076907934,0.0016041321
0.0,0.0,0.0,0.0,20-28-24,0.0067768097,-0.04469675,0.036677837,37.0,1.8020524E-4,0.0076907934,0.0016041321
0.0,0.0,0.0,0.0,20-28-24,0.03950882,-0.0039429665,-0.018775463,37.0,1.8020524E-4,-0.009413433,3.8240163E-4
0.0,0.0,0.0,0.0,20-28-25,0.035799026,-0.024995148,0.0014388561,37.0,1.8020524E-4,-0.009413433,3.8240163E-4
0.0,0.0,0.0,0.0,20-28-25,0.020319939,-0.034732163,-0.046028376,37.0,-0.0047067166,-0.0014721852,-0.0014501942
0.0,0.0,0.0,0.0,20-28-25,0.049463272,-0.027231991,1.757145E-4,37.0,-0.0047067166,-0.0014721852,-0.0014501942
0.0,0.0,0.0,0.0,20-28-25,0.05844593,0.07174203,-0.04132867,37.0,-0.010204504,-0.018576412,-0.0063371165
0.0,0.0,0.0,0.0,20-28-25,0.047916412,0.01416254,-0.02690792,37.0,-0.010204504,-0.018576412,-0.0063371165
0.0,0.0,0.0,0.0,20-28-25,0.018827438,0.02129072,3.0851364E-4,37.0,-0.0010415253,-0.0075808377,3.8240163E-4
0.0,0.0,0.0,0.0,20-28-25,0.008185387,-0.06752133,-0.042445183,37.0,-0.0047067166,-0.0057482417,-0.0032827898
0.0,0.0,0.0,0.0,20-28-25,0.045189857,0.059194863,-0.053477526,37.0,-0.0047067166,-0.0057482417,-0.0032827898
0.0,0.0,0.0,0.0,20-28-25,0.05885315,0.015813828,-0.034953833,37.0,-0.0040958514,-0.003915646,-0.0032827898
0.0,0.0,0.0,0.0,20-28-25,0.05319023,0.08997384,0.019979477,37.0,-0.0040958514,-0.003915646,-0.0032827898
0.0,0.0,0.0,0.0,20-28-26,-0.0018625259,-0.03764373,0.08546829,37.0,1.8020524E-4,0.02357329,-0.0014501942
0.0,0.0,0.0,0.0,20-28-26,0.018977165,0.020136833,0.021308184,37.0,1.8020524E-4,0.02357329,-0.0014501942
0.0,0.0,0.0,0.0,20-28-26,0.017437935,0.019325256,0.025149107,37.0,-0.0040958514,-0.003915646,-0.0014501942
0.0,0.0,0.0,0.0,20-28-26,0.03387165,0.04031813,-0.01480341,37.0,-0.0040958514,-0.003915646,-0.0014501942
0.0,0.0,0.0,0.0,20-28-26,0.032647133,0.04090202,-0.011562824,37.0,-0.015702292,-0.051563136,-0.0063371165
0.0,0.0,0.0,0.0,20-28-26,0.10848045,-0.09215939,-0.037896395,37.0,-0.015702292,-0.051563136,-0.0063371165
0.0,0.0,0.0,0.0,20-28-26,-4.606247E-4,-0.091640055,-0.03391385,37.0,-0.0053175823,-0.021019872,-0.0020610592
0.0,0.0,0.0,0.0,20-28-26,0.030024529,0.029607296,0.07636261,37.0,-0.0053175823,-0.021019872,-0.0020610592
0.0,0.0,0.0,0.0,20-28-26,-0.0024547577,-0.031855047,0.03547764,37.0,-0.0047067166,0.004025602,-2.284636E-4
0.0,0.0,0.0,0.0,20-28-26,0.050925255,-0.049384534,0.07665205,37.0,-0.0047067166,0.004025602,-2.284636E-4
0.0,0.0,0.0,0.0,20-28-27,0.027033806,7.824898E-4,-0.0073211193,37.0,-0.0028741208,0.007079928,-8.393288E-4
0.0,0.0,0.0,0.0,20-28-27,0.051200867,-0.009267807,0.013593435,37.0,-0.0028741208,0.007079928,-8.393288E-4
0.0,0.0,0.0,0.0,20-28-27,0.015545845,-0.007889748,0.0031695366,37.0,0.0026236663,0.006469063,-0.0020610592
0.0,0.0,0.0,0.0,20-28-27,0.034773827,-0.0032414794,-0.020958424,37.0,0.0014019357,0.004025602,3.8240163E-4
0.0,0.0,0.0,0.0,20-28-27,0.030374527,-0.00584358,0.049831152,37.0,0.0014019357,0.004025602,3.8240163E-4
0.0,0.0,0.0,0.0,20-28-27,0.023392677,0.003702581,0.015784502,37.0,-0.0028741208,0.009523389,-0.0026719247
0.0,0.0,0.0,0.0,20-28-27,0.009345055,-0.022666335,0.03648901,37.0,-0.0028741208,0.009523389,-0.0026719247
0.0,0.0,0.0,0.0,20-28-27,0.01943016,0.025219202,0.004065275,37.0,-4.3066E-4,-2.5045476E-4,-2.284636E-4
0.0,0.0,0.0,0.0,20-28-27,0.034054756,-0.0060074925,0.08719778,37.0,-4.3066E-4,-2.5045476E-4,-2.284636E-4
0.0,0.0,0.0,0.0,20-28-27,0.03490448,0.022186875,0.027462482,37.0,1.8020524E-4,-0.0045265118,-8.393288E-4
0.0,0.0,0.0,0.0,20-28-28,0.05370617,-0.004243076,0.021175146,37.0,1.8020524E-4,-0.0045265118,-8.393288E-4
0.0,0.0,0.0,0.0,20-28-28,0.031312943,-0.0037518144,8.611679E-4,37.0,0.002012801,-0.016132953,-0.0026719247
0.0,0.0,0.0,0.0,20-28-28,0.042373657,-0.008180797,0.056952715,37.0,0.002012801,-0.016132953,-0.0026719247
0.0,0.0,0.0,0.0,20-28-28,0.023310661,-0.017605066,0.04374695,37.0,-0.0040958514,-0.0045265118,-0.0020610592
0.0,0.0,0.0,0.0,20-28-28,0.021928787,-0.017095923,0.047384977,37.0,-0.0040958514,-0.0045265118,-0.0020610592
